Company,Global_Head,Region,Country,City,Depot_ID,Depot_Name,Vehicle_ID,Vehicle_Type,Fuel_Type,Vehicle_Capacity_Kg,Driver_ID,Driver_Name,Driver_Experience_Years,Trip_ID,Trip_Date,Month_Name,Quarter,Day_of_Week,Route_ID,Route_Name,Planned_Distance_KM,Actual_Distance_KM,Planned_Duration_Min,Actual_Duration_Min,Fuel_Consumed_Liters,Energy_Used_kWh,Fuel_Efficiency,Fuel_Efficiency_Unit,Deliveries_Planned,Deliveries_Completed,Deliveries_Failed,On_Time_Delivery,Vehicle_Downtime_Minutes,Downtime_Reason,Idle_Time_Minutes,Safety_Incident_Flag,Incident_Type,Load_Weight_Kg,Load_Utilization_Percent,Route_Efficiency_Score,CO2_Emissions_Kg,Cost_per_KM_USD,Total_Trip_Cost_USD
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0027,Delivery Van,Diesel,1200,DRV0028,Sofia Weber,5.7,TRIP602580,2026-05-16,May-2026,Q2,Saturday,RT-Route-West,Route-West,109.9,107.8,137.5,166.1,7.17,0.0,15.03,km/L,8,7,1,No,37.6,Traffic Delay,17.0,No,None,538.2,44.85,84.39,19.22,0.567,69.75
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0031,Delivery Van,Diesel,1200,DRV0032,Maria Clark,2.7,TRIP602970,2026-05-16,May-2026,Q2,Saturday,RT-Route-Suburb,Route-Suburb,163.7,168.0,261.0,297.5,11.24,0.0,14.94,km/L,20,17,3,No,26.1,Traffic Delay,31.4,No,None,846.9,70.58,85.49,30.12,0.577,108.83
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0032,Box Truck,Diesel,4500,DRV0033,Grace Bell,7.3,TRIP603070,2026-05-16,May-2026,Q2,Saturday,RT-Route-Suburb,Route-Suburb,52.3,53.4,62.2,71.8,7.65,0.0,6.98,km/L,21,17,4,No,12.9,Loading/Unloading Delay,39.5,No,None,3809.8,84.66,84.85,20.5,0.766,49.48
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0033,Refrigerated Truck,Diesel,5000,DRV0034,Emma Garcia,13.4,TRIP603177,2026-05-16,May-2026,Q2,Saturday,RT-Route-North,Route-North,150.6,154.9,201.0,201.8,26.71,0.0,5.8,km/L,14,12,2,No,145.5,Vehicle Breakdown,17.4,Yes,Near Miss,3051.3,61.03,96.84,71.58,0.786,156.12
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0035,Delivery Van,Diesel,1200,DRV0036,Aisha Kim,8.8,TRIP603369,2026-05-16,May-2026,Q2,Saturday,RT-Route-Suburb,Route-Suburb,163.6,171.8,246.5,300.6,10.37,0.0,16.57,km/L,9,8,1,No,10.8,Traffic Delay,14.4,No,None,694.5,57.88,78.09,27.79,0.873,162.44
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0037,Delivery Van,Diesel,1200,DRV0038,Fatima Turner,4.9,TRIP603560,2026-05-16,May-2026,Q2,Saturday,RT-Route-Airport,Route-Airport,49.1,49.0,73.0,75.5,3.52,0.0,13.94,km/L,4,4,0,Yes,26.4,Traffic Delay,38.3,No,None,558.4,46.53,96.89,9.43,0.619,34.2
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0038,Box Truck,Diesel,4500,DRV0039,Tom Clark,2.4,TRIP603655,2026-05-16,May-2026,Q2,Saturday,RT-Route-Industrial,Route-Industrial,98.6,105.6,110.3,125.1,11.26,0.0,9.38,km/L,18,18,0,Yes,2.3,No Downtime,38.4,No,None,2593.0,57.62,82.32,30.18,0.649,82.45
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0039,Box Truck,Diesel,4500,DRV0040,Grace Nguyen,3.8,TRIP603747,2026-05-16,May-2026,Q2,Saturday,RT-Route-Suburb,Route-Suburb,121.6,119.3,157.6,170.4,14.67,0.0,8.13,km/L,11,10,1,No,44.6,Traffic Delay,6.2,No,None,2128.0,47.29,94.27,39.32,0.602,89.06
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0041,Box Truck,Diesel,4500,DRV0042,David Silva,11.5,TRIP603934,2026-05-16,May-2026,Q2,Saturday,RT-Route-West,Route-West,57.3,60.8,84.6,85.0,6.47,0.0,9.39,km/L,14,13,1,No,25.9,Traffic Delay,31.1,No,None,3355.1,74.56,93.8,17.34,0.569,42.16
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0042,Box Truck,Diesel,4500,DRV0043,Priya Ahmed,7.0,TRIP604022,2026-05-16,May-2026,Q2,Saturday,RT-Route-Downtown,Route-Downtown,101.0,101.7,118.3,115.7,15.43,0.0,6.59,km/L,19,19,0,Yes,2.3,No Downtime,24.0,No,None,4044.4,89.88,101.54,41.35,0.788,97.43
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0044,Delivery Van,Diesel,1200,DRV0045,Priya Ito,11.6,TRIP604221,2026-05-16,May-2026,Q2,Saturday,RT-Route-Downtown,Route-Downtown,195.0,195.4,254.6,256.0,12.34,0.0,15.84,km/L,6,6,0,Yes,15.2,Traffic Delay,32.0,No,None,1101.3,91.77,99.25,33.07,0.362,85.43
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0046,Two-Wheeler (Last Mile),Petrol,40,DRV0047,Sam Khan,6.0,TRIP604423,2026-05-16,May-2026,Q2,Saturday,RT-Route-Airport,Route-Airport,102.2,101.7,141.3,145.3,2.37,0.0,42.89,km/L,24,20,4,No,31.7,Traffic Delay,30.2,No,None,28.0,70.0,97.73,6.35,0.489,52.55
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0047,Box Truck,Diesel,4500,DRV0048,David Bell,14.2,TRIP604528,2026-05-16,May-2026,Q2,Saturday,RT-Route-South,Route-South,83.6,82.9,107.6,110.9,8.53,0.0,9.72,km/L,13,13,0,Yes,1.6,No Downtime,27.7,No,None,4114.6,91.44,97.84,22.86,0.74,71.15
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0048,Delivery Van,Diesel,1200,DRV0049,Sam Sharma,7.7,TRIP604631,2026-05-16,May-2026,Q2,Saturday,RT-Route-Suburb,Route-Suburb,191.0,189.9,295.9,306.7,12.21,0.0,15.55,km/L,13,13,0,Yes,33.8,Loading/Unloading Delay,28.7,No,None,922.5,76.88,97.04,32.72,0.383,85.4
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0001,Refrigerated Truck,Diesel,5000,DRV0002,Sam Silva,8.5,TRIP600069,2026-05-18,May-2026,Q2,Monday,RT-Route-Airport,Route-Airport,106.1,113.2,136.3,140.2,15.44,0.0,7.33,km/L,17,17,0,Yes,0.6,No Downtime,23.9,No,None,2164.2,43.28,91.12,41.38,0.362,59.78
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0003,Delivery Van,Diesel,1200,DRV0004,Alex Garcia,9.7,TRIP600268,2026-05-18,May-2026,Q2,Monday,RT-Route-Express,Route-Express,116.8,115.6,186.5,231.3,8.14,0.0,14.2,km/L,15,15,0,Yes,4.2,No Downtime,12.6,No,None,977.0,81.42,81.47,21.82,0.527,70.1
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0004,Box Truck,Diesel,4500,DRV0005,Tom Rossi,2.0,TRIP600368,2026-05-18,May-2026,Q2,Monday,RT-Route-North,Route-North,176.9,189.1,277.3,332.6,24.21,0.0,7.81,km/L,15,14,1,No,26.6,Loading/Unloading Delay,9.6,No,None,2717.4,60.39,77.99,64.88,0.551,129.35
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0005,Delivery Van,Diesel,1200,DRV0006,Priya Garcia,14.9,TRIP600467,2026-05-18,May-2026,Q2,Monday,RT-Route-Central,Route-Central,202.0,209.3,253.2,251.1,15.62,0.0,13.4,km/L,15,12,3,No,190.7,Vehicle Breakdown,24.7,No,None,1128.0,94.0,97.32,41.86,0.366,92.72
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0007,Delivery Van,Diesel,1200,DRV0008,Fatima Ahmed,14.9,TRIP600669,2026-05-18,May-2026,Q2,Monday,RT-Route-North,Route-North,155.7,162.0,175.1,206.7,11.82,0.0,13.71,km/L,4,4,0,Yes,37.1,Traffic Delay,9.9,Yes,Traffic Violation,428.9,35.74,81.42,31.68,0.868,154.05
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0008,Refrigerated Truck,Diesel,5000,DRV0009,Wei Clark,0.8,TRIP600763,2026-05-18,May-2026,Q2,Monday,RT-Route-Central,Route-Central,62.1,65.7,73.8,80.8,11.37,0.0,5.78,km/L,21,20,1,No,33.2,Traffic Delay,10.8,No,None,3762.7,75.25,86.33,30.47,0.597,52.07
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0010,Box Truck,Diesel,4500,DRV0011,Kenji Kim,12.4,TRIP600954,2026-05-18,May-2026,Q2,Monday,RT-Route-East,Route-East,69.7,68.3,115.9,117.0,11.14,0.0,6.13,km/L,14,13,1,No,73.5,Vehicle Breakdown,19.2,No,None,3611.7,80.26,101.09,29.86,0.797,68.41
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0011,Delivery Van,Diesel,1200,DRV0012,Tom Singh,9.3,TRIP601051,2026-05-18,May-2026,Q2,Monday,RT-Route-Express,Route-Express,183.1,195.8,224.0,272.5,12.47,0.0,15.7,km/L,15,14,1,No,29.9,Traffic Delay,21.9,No,None,1092.4,91.03,76.87,33.42,0.463,104.51
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0013,Refrigerated Truck,Diesel,5000,DRV0014,Carlos Meyer,1.4,TRIP601264,2026-05-18,May-2026,Q2,Monday,RT-Route-Express,Route-Express,47.0,49.6,64.6,74.0,6.62,0.0,7.49,km/L,19,16,3,No,138.2,Scheduled Maintenance,15.7,No,None,4338.0,86.76,82.72,17.74,0.416,28.32
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0015,Delivery Van,Diesel,1200,DRV0016,Maria Ahmed,1.4,TRIP601461,2026-05-18,May-2026,Q2,Monday,RT-Route-Central,Route-Central,44.6,47.6,54.4,58.2,3.41,0.0,13.97,km/L,18,17,1,No,3.2,No Downtime,10.1,No,None,385.8,32.15,87.58,9.14,0.77,40.79
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0016,Delivery Van,Electric,1200,DRV0017,Sam Nguyen,2.8,TRIP601552,2026-05-18,May-2026,Q2,Monday,RT-Route-Downtown,Route-Downtown,119.2,117.4,192.3,211.3,0.0,28.11,4.18,km/kWh,12,12,0,Yes,30.6,Loading/Unloading Delay,12.7,Yes,Traffic Violation,509.9,42.49,92.4,12.65,0.598,75.14
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0018,Refrigerated Truck,Diesel,5000,DRV0019,David Muller,14.9,TRIP601744,2026-05-18,May-2026,Q2,Monday,RT-Route-Suburb,Route-Suburb,173.7,179.5,267.8,281.3,26.95,0.0,6.66,km/L,13,13,0,Yes,21.0,Loading/Unloading Delay,17.9,No,None,2049.7,40.99,92.12,72.23,0.547,131.71
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0021,Box Truck,Diesel,4500,DRV0022,Sofia Khan,3.6,TRIP602011,2026-05-18,May-2026,Q2,Monday,RT-Route-East,Route-East,64.0,66.3,74.2,79.8,8.7,0.0,7.62,km/L,18,16,2,No,17.5,Loading/Unloading Delay,11.5,No,None,3961.2,88.03,89.76,23.32,0.879,67.79
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0022,Delivery Van,Diesel,1200,DRV0023,Priya Turner,12.0,TRIP602097,2026-05-18,May-2026,Q2,Monday,RT-Route-Downtown,Route-Downtown,99.6,101.3,110.9,120.2,6.45,0.0,15.7,km/L,5,3,2,No,154.2,Vehicle Breakdown,14.7,No,None,954.0,79.5,90.71,17.29,0.578,66.74
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0023,Two-Wheeler (Last Mile),Petrol,40,DRV0024,Wei Garcia,11.2,TRIP602198,2026-05-18,May-2026,Q2,Monday,RT-Route-Downtown,Route-Downtown,160.1,169.5,217.7,234.5,4.77,0.0,35.54,km/L,8,8,0,Yes,19.9,Traffic Delay,26.1,No,None,30.9,77.25,87.69,12.78,0.723,128.12
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0024,Two-Wheeler (Last Mile),Petrol,40,DRV0025,Maria Meyer,3.4,TRIP602292,2026-05-18,May-2026,Q2,Monday,RT-Route-Express,Route-Express,170.6,179.3,236.2,278.9,4.17,0.0,42.99,km/L,8,7,1,No,160.5,Vehicle Breakdown,22.2,No,None,16.2,40.5,80.58,11.18,0.851,157.0
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0025,Two-Wheeler (Last Mile),Petrol,40,DRV0026,Fatima Reddy,11.7,TRIP602396,2026-05-18,May-2026,Q2,Monday,RT-Route-West,Route-West,112.8,111.7,128.6,134.0,3.01,0.0,37.16,km/L,8,8,0,Yes,1.8,No Downtime,12.2,No,None,16.5,41.25,96.92,8.07,0.586,69.23
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0027,Delivery Van,Diesel,1200,DRV0028,Sofia Weber,5.7,TRIP602581,2026-05-18,May-2026,Q2,Monday,RT-Route-West,Route-West,188.2,192.1,210.5,216.5,15.71,0.0,12.23,km/L,9,6,3,No,33.8,Weather Delay,12.9,No,None,369.7,30.81,95.25,42.1,0.689,151.65
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0028,Box Truck,Diesel,4500,DRV0029,Liam Lopez,2.5,TRIP602681,2026-05-18,May-2026,Q2,Monday,RT-Route-Industrial,Route-Industrial,102.0,109.2,144.2,153.0,17.73,0.0,6.16,km/L,7,7,0,No,85.6,Vehicle Breakdown,16.6,No,None,3084.2,68.54,88.03,47.52,0.389,61.37
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0029,Refrigerated Truck,Diesel,5000,DRV0030,Carlos Turner,8.4,TRIP602767,2026-05-18,May-2026,Q2,Monday,RT-Route-Downtown,Route-Downtown,167.9,166.2,222.5,271.5,31.72,0.0,5.24,km/L,20,20,0,Yes,2.1,No Downtime,22.1,No,None,2202.5,44.05,82.79,85.01,0.582,128.6
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0031,Delivery Van,Diesel,1200,DRV0032,Maria Clark,2.7,TRIP602971,2026-05-18,May-2026,Q2,Monday,RT-Route-Suburb,Route-Suburb,153.0,162.3,174.6,215.2,10.02,0.0,16.2,km/L,12,12,0,Yes,3.9,No Downtime,25.6,No,None,404.8,33.73,76.48,26.85,0.553,102.4
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0032,Box Truck,Diesel,4500,DRV0033,Grace Bell,7.3,TRIP603071,2026-05-18,May-2026,Q2,Monday,RT-Route-Suburb,Route-Suburb,120.5,122.1,164.8,186.8,20.15,0.0,6.06,km/L,19,13,6,No,52.7,Weather Delay,20.9,Yes,Traffic Violation,2780.3,61.78,87.07,54.0,0.617,96.89
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0034,Delivery Van,Electric,1200,DRV0035,John Meyer,2.4,TRIP603276,2026-05-18,May-2026,Q2,Monday,RT-Route-East,Route-East,191.4,192.3,228.5,262.0,0.0,44.24,4.35,km/kWh,21,20,1,No,17.0,Loading/Unloading Delay,31.6,No,None,1138.6,94.88,86.81,19.91,0.788,159.02
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0035,Delivery Van,Diesel,1200,DRV0036,Aisha Kim,8.8,TRIP603370,2026-05-18,May-2026,Q2,Monday,RT-Route-Suburb,Route-Suburb,134.8,139.7,186.6,195.3,8.16,0.0,17.11,km/L,7,7,0,Yes,2.0,No Downtime,14.1,No,None,372.6,31.05,92.19,21.87,0.482,75.67
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0036,Box Truck,Diesel,4500,DRV0037,Kenji Silva,1.9,TRIP603465,2026-05-18,May-2026,Q2,Monday,RT-Route-East,Route-East,92.8,99.6,114.4,127.6,10.28,0.0,9.69,km/L,5,5,0,Yes,10.2,Loading/Unloading Delay,39.9,No,None,3417.3,75.94,83.53,27.55,0.481,59.91
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0037,Delivery Van,Diesel,1200,DRV0038,Fatima Turner,4.9,TRIP603561,2026-05-18,May-2026,Q2,Monday,RT-Route-Airport,Route-Airport,189.3,197.3,252.4,298.1,11.8,0.0,16.72,km/L,5,4,1,No,95.1,Vehicle Breakdown,35.8,No,None,1051.6,87.63,81.24,31.62,0.857,182.98
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0038,Box Truck,Diesel,4500,DRV0039,Tom Clark,2.4,TRIP603656,2026-05-18,May-2026,Q2,Monday,RT-Route-Industrial,Route-Industrial,101.8,109.0,142.0,159.1,13.37,0.0,8.15,km/L,6,5,1,No,2.9,No Downtime,22.3,Yes,Near Miss,3226.6,71.7,83.36,35.83,0.364,55.06
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0043,Two-Wheeler (Last Mile),Petrol,40,DRV0044,Kenji Singh,8.7,TRIP604120,2026-05-18,May-2026,Q2,Monday,RT-Route-West,Route-West,81.9,87.2,114.9,127.7,2.28,0.0,38.19,km/L,13,9,4,No,162.7,Scheduled Maintenance,28.6,No,None,19.7,49.25,84.51,6.11,0.495,45.93
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0044,Delivery Van,Diesel,1200,DRV0045,Priya Ito,11.6,TRIP604222,2026-05-18,May-2026,Q2,Monday,RT-Route-Downtown,Route-Downtown,145.6,151.7,246.3,260.6,11.25,0.0,13.49,km/L,8,8,0,Yes,3.2,No Downtime,29.1,No,None,740.0,61.67,90.71,30.15,0.399,75.1
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0047,Box Truck,Diesel,4500,DRV0048,David Bell,14.2,TRIP604529,2026-05-18,May-2026,Q2,Monday,RT-Route-South,Route-South,51.0,50.8,62.4,72.9,7.48,0.0,6.79,km/L,19,18,1,No,34.7,Minor Accident,17.7,No,None,3179.3,70.65,85.93,20.05,0.501,34.17
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0002,Box Truck,Diesel,4500,DRV0003,Maria Garcia,5.5,TRIP600168,2026-05-19,May-2026,Q2,Tuesday,RT-Route-West,Route-West,199.2,207.9,290.8,342.9,20.92,0.0,9.94,km/L,4,3,1,No,31.2,Loading/Unloading Delay,16.3,No,None,2235.5,49.68,81.26,56.07,0.39,107.94
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0004,Box Truck,Diesel,4500,DRV0005,Tom Rossi,2.0,TRIP600369,2026-05-19,May-2026,Q2,Tuesday,RT-Route-North,Route-North,142.3,149.9,186.3,214.9,18.67,0.0,8.03,km/L,11,9,2,No,21.7,Traffic Delay,20.3,No,None,1641.8,36.48,82.3,50.04,0.393,79.25
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0005,Delivery Van,Diesel,1200,DRV0006,Priya Garcia,14.9,TRIP600468,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Central,Route-Central,154.7,160.7,265.0,300.7,11.57,0.0,13.89,km/L,8,4,4,No,133.6,Vehicle Breakdown,19.5,No,None,1026.0,85.5,84.84,31.01,0.731,131.97
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0008,Refrigerated Truck,Diesel,5000,DRV0009,Wei Clark,0.8,TRIP600764,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Central,Route-Central,128.6,135.8,176.6,174.6,18.03,0.0,7.53,km/L,13,13,0,Yes,4.1,No Downtime,26.9,No,None,4064.9,81.3,95.78,48.32,0.714,115.53
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0010,Box Truck,Diesel,4500,DRV0011,Kenji Kim,12.4,TRIP600955,2026-05-19,May-2026,Q2,Tuesday,RT-Route-East,Route-East,143.2,142.7,223.6,248.1,16.09,0.0,8.87,km/L,11,10,1,No,32.9,Loading/Unloading Delay,29.6,No,None,4099.9,91.11,90.44,43.12,0.569,98.91
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0011,Delivery Van,Diesel,1200,DRV0012,Tom Singh,9.3,TRIP601052,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Express,Route-Express,184.1,190.3,247.0,268.9,12.56,0.0,15.15,km/L,7,7,0,Yes,20.1,Loading/Unloading Delay,20.3,No,None,763.0,63.58,88.86,33.66,0.629,133.83
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0012,Two-Wheeler (Last Mile),Petrol,40,DRV0013,John Ito,13.2,TRIP601160,2026-05-19,May-2026,Q2,Tuesday,RT-Route-East,Route-East,77.5,83.4,100.8,115.9,2.18,0.0,38.32,km/L,19,19,0,Yes,27.0,Traffic Delay,20.7,No,None,13.4,33.5,80.82,5.84,0.692,60.08
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0013,Refrigerated Truck,Diesel,5000,DRV0014,Carlos Meyer,1.4,TRIP601265,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Express,Route-Express,100.6,100.8,112.3,114.2,14.14,0.0,7.13,km/L,18,15,3,No,56.6,Weather Delay,7.0,No,None,3875.2,77.5,98.14,37.9,0.819,96.98
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0015,Delivery Van,Diesel,1200,DRV0016,Maria Ahmed,1.4,TRIP601462,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Central,Route-Central,47.9,50.2,76.2,83.7,2.93,0.0,17.15,km/L,6,5,1,No,42.7,Traffic Delay,31.2,No,None,529.6,44.13,86.87,7.85,0.377,21.89
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0017,Delivery Van,Diesel,1200,DRV0018,John Rossi,1.5,TRIP601647,2026-05-19,May-2026,Q2,Tuesday,RT-Route-Suburb,Route-Suburb,85.4,91.3,118.5,136.1,7.1,0.0,12.86,km/L,8,8,0,Yes,3.6,No Downtime,20.5,No,None,827.5,68.96,81.44,19.03,0.388,42.7
